Datetime,CHWC_VLV,CHWC_VLV_DM,MA_TEMP,OA_CFM,OA_DMPR,OA_DMPR_DM,OA_TEMP,RA_CFM,RA_DMPR,RA_DMPR_DM,RA_TEMP,RF_CS,RF_SPD,RF_SPD_DM,RF_WAT,SA_CFM,SA_SP,SA_SPSPT,SA_TEMP,SA_TEMPSPT,SF_CS,SF_SPD,SF_SPD_DM,SF_WAT,SYS_CTL,ZONE_TEMP_1,ZONE_TEMP_2,ZONE_TEMP_3,ZONE_TEMP_4,ZONE_TEMP_5
2018-01-01 01:34:00,0.1,0.0,66.36897,357730.44,0.0,0.0,10.550018,0.8485115,1.0,1.0,68.46041,0.0,0.0,0.0,-2.588498e-13,-0.93815213,0.21835327,-400.25253,66.36897,55.184006,0.0,0.9,0.0,-2.7609878e-13,0.0,74.71462,66.71707,66.94559,66.728226,67.19652
2018-01-01 01:35:00,0.1,0.0,66.36897,357730.44,0.0,0.0,10.565016,0.8483767,1.0,1.0,68.461876,0.0,0.0,0.0,-2.5876287e-13,-0.9380052,0.21832275,-400.25253,66.36897,55.184006,0.0,0.9,0.0,-2.7600781e-13,0.0,74.73067,66.714874,66.942345,66.72646,67.19503
2018-01-01 01:36:00,0.1,0.0,66.36897,357730.44,0.0,0.0,10.580011,0.8482396,1.0,1.0,68.46328,0.0,0.0,0.0,-2.5867814e-13,-0.93784887,0.21829224,-400.25253,66.36897,55.184006,0.0,0.9,0.0,-2.759186e-13,0.0,74.74648,66.712616,66.93905,66.7247,67.19354
2018-01-01 01:37:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.595007,0.8481001,1.0,1.0,68.46458,0.0,0.0,0.0,-2.5859292e-13,-0.937701,0.21826172,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.7583e-13,0.0,74.762024,66.71031,66.9357,66.72289,67.191956
2018-01-01 01:38:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.610004,0.8479619,1.0,1.0,68.4658,0.0,0.0,0.0,-2.5850806e-13,-0.93754697,0.21820068,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.757395e-13,0.0,74.77736,66.70801,66.9323,66.72102,67.19031
2018-01-01 01:39:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.625,0.84782356,1.0,1.0,68.466965,0.0,0.0,0.0,-2.5842937e-13,-0.9373832,0.21817017,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.7565157e-13,0.0,74.792404,66.7057,66.92889,66.71916,67.18866
2018-01-01 01:40:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.6399975,0.84768534,1.0,1.0,68.46803,0.0,0.0,0.0,-2.5834058e-13,-0.93723696,0.21813965,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.755611e-13,0.0,74.807236,66.70334,66.92543,66.71724,67.186905
2018-01-01 01:41:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.654993,0.847547,1.0,1.0,68.46904,0.0,0.0,0.0,-2.5825978e-13,-0.9370798,0.21810913,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.7547233e-13,0.0,74.82185,66.70092,66.92197,66.71532,67.18514
2018-01-01 01:42:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.669989,0.8474099,1.0,1.0,68.46997,0.0,0.0,0.0,-2.5818448e-13,-0.9369329,0.2180481,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.7538258e-13,0.0,74.83624,66.6985,66.91845,66.71333,67.183334
2018-01-01 01:43:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.684986,0.84727514,1.0,1.0,68.47084,0.0,0.0,0.0,-2.580815e-13,-0.93677926,0.21801758,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.752918e-13,0.0,74.85036,66.69609,66.91493,66.71136,67.18146
2018-01-01 01:44:00,0.1,0.0,66.36891,357730.44,0.0,0.0,10.700037,0.8471357,1.0,1.0,68.4716,0.0,0.0,0.0,-2.5801114e-13,-0.9366258,0.21798706,-400.25253,66.36891,55.184006,0.0,0.9,0.0,-2.7520336e-13,0.0,74.86426,66.69356,66.91131,66.70932,67.179596
2018-01-01 01:45:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.715033,0.84699744,1.0,1.0,68.47233,0.0,0.0,0.0,-2.5793096e-13,-0.9364749,0.21795654,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7511335e-13,0.0,74.87793,66.691086,66.90774,66.70729,67.17761
2018-01-01 01:46:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.73003,0.84685796,1.0,1.0,68.472984,0.0,0.0,0.0,-2.5784485e-13,-0.93632615,0.21792603,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7502702e-13,0.0,74.89139,66.68856,66.90411,66.7052,67.175644
2018-01-01 01:47:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.745026,0.84672207,1.0,1.0,68.47356,0.0,0.0,0.0,-2.5775934e-13,-0.9361766,0.21789551,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7493472e-13,0.0,74.904686,66.685974,66.90044,66.703064,67.17361
2018-01-01 01:48:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.760023,0.84658605,1.0,1.0,68.47406,0.0,0.0,0.0,-2.5767707e-13,-0.9360201,0.21786499,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7484387e-13,0.0,74.91771,66.683395,66.89675,66.70092,67.171524
2018-01-01 01:49:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.775019,0.84644663,1.0,1.0,68.474525,0.0,0.0,0.0,-2.575927e-13,-0.93587434,0.21783447,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7475702e-13,0.0,74.93056,66.68082,66.89302,66.69878,67.16943
2018-01-01 01:50:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.790014,0.8463107,1.0,1.0,68.4749,0.0,0.0,0.0,-2.5750566e-13,-0.93572223,0.21780396,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7466674e-13,0.0,74.94319,66.67818,66.88928,66.69658,67.16729
2018-01-01 01:51:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.805012,0.84617245,1.0,1.0,68.47523,0.0,0.0,0.0,-2.5742166e-13,-0.9355636,0.21774292,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7457878e-13,0.0,74.95566,66.67554,66.88549,66.69433,67.16509
2018-01-01 01:52:00,0.1,0.0,66.36886,357730.44,0.0,0.0,10.820007,0.84603417,1.0,1.0,68.47549,0.0,0.0,0.0,-2.5734352e-13,-0.93541163,0.2177124,-400.25253,66.36886,55.184006,0.0,0.9,0.0,-2.7448904e-13,0.0,74.96791,66.67285,66.8817,66.69213,67.16284
2018-01-01 01:53:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.835005,0.845897,1.0,1.0,68.475685,0.0,0.0,0.0,-2.5725556e-13,-0.9352622,0.21768188,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.744011e-13,0.0,74.979996,66.67016,66.87785,66.68982,67.16058
2018-01-01 01:54:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.85,0.8457599,1.0,1.0,68.47583,0.0,0.0,0.0,-2.5717663e-13,-0.93510264,0.21765137,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.743123e-13,0.0,74.99187,66.66741,66.87401,66.68758,67.15828
2018-01-01 01:55:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.864996,0.8456228,1.0,1.0,68.475914,0.0,0.0,0.0,-2.5709193e-13,-0.9349542,0.21762085,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.742218e-13,0.0,75.00362,66.664665,66.87011,66.68521,67.155975
2018-01-01 01:56:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.879993,0.8454869,1.0,1.0,68.47595,0.0,0.0,0.0,-2.5700386e-13,-0.93480337,0.21759033,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.7413307e-13,0.0,75.01515,66.66192,66.86621,66.68291,67.15356
2018-01-01 01:57:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.894989,0.8453497,1.0,1.0,68.47594,0.0,0.0,0.0,-2.569237e-13,-0.934656,0.21755981,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.740444e-13,0.0,75.02658,66.65912,66.862305,66.68054,67.15114
2018-01-01 01:58:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.9099865,0.84521145,1.0,1.0,68.47585,0.0,0.0,0.0,-2.568435e-13,-0.9345079,0.2175293,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.7395602e-13,0.0,75.03778,66.65631,66.85835,66.67812,67.14873
2018-01-01 01:59:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.925037,0.84507316,1.0,1.0,68.475746,0.0,0.0,0.0,-2.56758e-13,-0.93434596,0.21749878,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.7386519e-13,0.0,75.04888,66.65352,66.8544,66.675705,67.146255
2018-01-01 02:00:00,0.1,0.0,66.368805,357730.44,0.0,0.0,10.940033,0.8449372,1.0,1.0,68.47556,0.0,0.0,0.0,-2.5666608e-13,-0.9341915,0.21746826,-400.25253,66.368805,55.184006,0.0,0.9,0.0,-2.7377804e-13,0.0,75.05975,66.65066,66.85039,66.673294,67.14372
2018-01-01 02:01:00,0.1,0.0,66.368744,357730.44,0.0,0.0,10.957996,0.844799,1.0,1.0,68.475365,0.0,0.0,0.0,-2.5659086e-13,-0.93404365,0.21740723,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7368865e-13,0.0,75.07058,66.6478,66.846375,66.67087,67.1412
2018-01-01 02:02:00,0.1,0.0,66.368744,357730.44,0.0,0.0,10.976013,0.84466183,1.0,1.0,68.47509,0.0,0.0,0.0,-2.565055e-13,-0.9338877,0.21737671,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7359874e-13,0.0,75.08118,66.64489,66.84237,66.668396,67.13861
2018-01-01 02:03:00,0.1,0.0,66.368744,357730.44,0.0,0.0,10.994032,0.8445224,1.0,1.0,68.47478,0.0,0.0,0.0,-2.564265e-13,-0.9337393,0.21734619,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7351125e-13,0.0,75.09173,66.64198,66.8383,66.66588,67.13603
2018-01-01 02:04:00,0.1,0.0,66.368744,357730.44,0.0,0.0,11.011993,0.8443888,1.0,1.0,68.47444,0.0,0.0,0.0,-2.563356e-13,-0.9335973,0.21731567,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7342175e-13,0.0,75.10211,66.63907,66.83424,66.66341,67.13339
2018-01-01 02:05:00,0.1,0.0,66.368744,357730.44,0.0,0.0,11.030012,0.8442517,1.0,1.0,68.47407,0.0,0.0,0.0,-2.5625647e-13,-0.9334369,0.21728516,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7333477e-13,0.0,75.11238,66.636154,66.83017,66.66087,67.13076
2018-01-01 02:06:00,0.1,0.0,66.368744,357730.44,0.0,0.0,11.048029,0.8441146,1.0,1.0,68.47365,0.0,0.0,0.0,-2.5617637e-13,-0.93328553,0.21725464,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7324546e-13,0.0,75.12254,66.633194,66.82611,66.658295,67.12807
2018-01-01 02:07:00,0.1,0.0,66.368744,357730.44,0.0,0.0,11.065992,0.8439786,1.0,1.0,68.47319,0.0,0.0,0.0,-2.5608045e-13,-0.93312657,0.21722412,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7315623e-13,0.0,75.13254,66.63028,66.82199,66.65576,67.12538
2018-01-01 02:08:00,0.1,0.0,66.368744,357730.44,0.0,0.0,11.084009,0.84383804,1.0,1.0,68.47267,0.0,0.0,0.0,-2.5601087e-13,-0.9329812,0.2171936,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.7306686e-13,0.0,75.14238,66.62726,66.81787,66.65318,67.122635
2018-01-01 02:09:00,0.1,0.0,66.368744,357730.44,0.0,0.0,11.102026,0.8437032,1.0,1.0,68.47212,0.0,0.0,0.0,-2.5592557e-13,-0.93283296,0.21716309,-400.25253,66.368744,55.184006,0.0,0.9,0.0,-2.729771e-13,0.0,75.1521,66.62429,66.81375,66.65054,67.11989
2018-01-01 02:10:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.119989,0.8435649,1.0,1.0,68.47154,0.0,0.0,0.0,-2.5584312e-13,-0.9326825,0.21710205,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.728893e-13,0.0,75.16171,66.62132,66.80957,66.647964,67.11714
2018-01-01 02:11:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.138006,0.84342784,1.0,1.0,68.4709,0.0,0.0,0.0,-2.5575996e-13,-0.9325259,0.21707153,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7280383e-13,0.0,75.17116,66.6183,66.805405,66.645325,67.114334
2018-01-01 02:12:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.156025,0.84329075,1.0,1.0,68.470245,0.0,0.0,0.0,-2.5568003e-13,-0.9323828,0.2170105,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7271122e-13,0.0,75.1805,66.61528,66.80122,66.64269,67.111534
2018-01-01 02:13:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.173986,0.8431513,1.0,1.0,68.46955,0.0,0.0,0.0,-2.5558893e-13,-0.93222976,0.21697998,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7262331e-13,0.0,75.18967,66.612206,66.79705,66.64006,67.108734
2018-01-01 02:14:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.192005,0.8430153,1.0,1.0,68.468796,0.0,0.0,0.0,-2.555167e-13,-0.93207693,0.21694946,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7253717e-13,0.0,75.198685,66.609184,66.79288,66.63736,67.10588
2018-01-01 02:15:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.210022,0.8428782,1.0,1.0,68.46802,0.0,0.0,0.0,-2.5543697e-13,-0.9319237,0.21691895,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7244778e-13,0.0,75.207634,66.60611,66.78865,66.634674,67.10302
2018-01-01 02:16:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.227985,0.84274226,1.0,1.0,68.467186,0.0,0.0,0.0,-2.5534273e-13,-0.9317706,0.21688843,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7235755e-13,0.0,75.21637,66.60303,66.78442,66.63198,67.10011
2018-01-01 02:17:00,0.1,0.0,66.3687,357730.44,0.0,0.0,11.246002,0.8426063,1.0,1.0,68.466324,0.0,0.0,0.0,-2.5526304e-13,-0.93161774,0.21685791,-400.25253,66.3687,55.184006,0.0,0.9,0.0,-2.7227073e-13,0.0,75.22505,66.59996,66.78018,66.629234,67.0972
2018-01-01 02:18:00,0.1,0.0,66.36864,357730.44,0.0,0.0,11.264021,0.84246916,1.0,1.0,68.46544,0.0,0.0,0.0,-2.5517454e-13,-0.93147165,0.2168274,-400.25253,66.36864,55.184006,0.0,0.9,0.0,-2.72183e-13,0.0,75.23357,66.59688,66.775955,66.62654,67.094284
2018-01-01 02:19:00,0.1,0.0,66.36864,357730.44,0.0,0.0,11.282038,0.84233326,1.0,1.0,68.46452,0.0,0.0,0.0,-2.5509266e-13,-0.9313188,0.21679688,-400.25253,66.36864,55.184006,0.0,0.9,0.0,-2.72094e-13,0.0,75.24197,66.5938,66.77173,66.623795,67.091324
2018-01-01 02:20:00,0.1,0.0,66.36864,357730.44,0.0,0.0,11.300001,0.84219617,1.0,1.0,68.46355,0.0,0.0,0.0,-2.5501343e-13,-0.931163,0.21676636,-400.25253,66.36864,55.184006,0.0,0.9,0.0,-2.7200453e-13,0.0,75.25026,66.59067,66.76744,66.620995,67.08835
